PointID;HorizontID;Upper limit;Lower limit;Horizon symbol;Soil texture class;Soil colour;Stones;Carbonate class;Organic matter content class;Rooting intensity
4975;3;30;73;"II; Sdw-P";Tu3;10YR 5/4;4;C0;h1;Wf3, Wg1
4975;4;73;170;"II; Swd-P";Tu2;2.5Y 4/3;1;C1;h0;Wf1, Wg0
4976;1;0;14;"I; Ah";Tu2;10YR 4/3;5;C0;h3;Wf5, Wg2
4976;2;14;51;"I; M";Lt3;10YR 5/6;5;C0;h2;Wf4, Wg1
4976;3;51;70;"II; P-Swd";Tl;10YR 4/6;3;C0;h1;Wf2, Wg0
4976;4;70;160;"II; P-Sd";Tl;2.5Y 5/4;2;C0;h1;Wf1, Wg0
4977;1;0;12;"I; eAh";Tu2;10YR 3/1;4;C4;h6;Wf6
4977;2;12;22;"I; erAp";Tu2;10YR 3/1;60;C4;h5;Wf5
4977;3;22;50;"II; Bv+eAh+cCv";Tu3;10YR 4/2;80;C5;h4;Wf3
4977;4;50;78;"II; cCv";Ls3;10YR 5/6;95;C5;h1;Wf1
4978;1;0;11;"I; eAh";Tu2;10YR 3/3;3;C3;h3;Wf6
4978;2;11;20;"I; eM1";Tu2;10YR 3/4;30;C3;h3;Wf5
4978;3;20;50;"I; eM2";Tu2;10YR 3/4;65;C4;h3;Wf4
4978;4;50;74;"I; eCv";Ls3;10YR 6/3;65;C6;h1;Wf2
4978;5;74;100;"III; cCv";Ls3;10YR 6/3;65;C7;h0;Wf0
4979;1;0;8;"I; eAh";Tu3;10YR 3/2;7;C3;h4;Wf5, Wg1
4979;2;8;17;"I; eAh-Cv";Tu3;10YR 3/2;45;C4;h4;Wf4, Wg0
4979;3;17;27;"I; clCv+eAh-Cv";Tu3;10YR 4/2;65;C5;h3;Wf4, Wg0
4979;4;27;50;"I; cmCv";Tu3;10YR 4/2;85;C7;h1;Wf4, Wg0
4981;1;0;20;"I; Ap";Tu2;10YR 4/3;1;C1;h3;W4
4981;2;20;32;"I; rAp";Tu2;10YR 4/3;1;C1;h3;W4
4981;3;32;50;"II; Bv+cCv";Tt;7.5YR 4/4;65;C5;h2;Wf4
4981;4;50;90;"II; cCv";Tt;7.5YR 5/8;65;C7;h1;Wf1
4982;1;0;23;"I; Ap";Tu3;10YR 4/4;2;C0;h3;Wf5
4982;2;23;50;"II; Tv";Tt;7.5YR 5/6;2;C0;h2;Wf3
4982;3;50;105;"I; eCv";Tt;7.5YR 5/6;60;C3.3;h1;Wf1
4983;1;0;10;"I; Ap";Lt3;10YR 4/2;15;C1;h3;Wf5
4983;2;10;30;"I; rAp";Lt3;10YR 4/2;25;C1;h3;Wf4
4983;3;30;60;"I; M";Lt3;10YR 4/4;40;C1;h3;Wf4
4983;4;60;102;"II; cCv1";Lt3;10YR 4/6;85;C7;h2;Wf2
4983;5;102;105;"II; cCv2";Lt3;10YR 5/6;85;C7;h1;
4987;1;0;33;"I; Ap";Lu;10YR 3/2;0;C0;h3;Wf4
4987;2;33;74;"I; Bvt";Tu3;10YR 4/4;0;C0;h1;Wf3
4987;3;74;201;"I; Ctv";Uls;10YR 5/4;0;C0;h0;Wf1
4988;1;0;33;"I; aAp";Ls4;10YR 3/3;1;C0;h3;Wf4
4988;2;33;52;"I; aM";Sl4;10YR 4/3;0;C0;h2;Wf3
4988;3;52;73;"II; aM";Sl2;10YR 5/4;0;C0;h1;Wf2
4988;4;73;98;"III; aM";Sl4;10YR 4/4;0;C2;h1;Wf1
4988;5;98;194;"III; aGo";Slu;2.5Y 5/2;0;C2;h1;
4988;6;194;201;"IV; fnHr";Hn;10YR 2/1;0;C0;h7;
4990;1;0;10;"I; Ah";Lt2;10YR 4/3;3;C0;h3;Wf6
4990;2;10;23;"I; M";Ls3;10YR 4/4;10;C0;h2;Wf3, Wg1
4990;3;23;40;"II; Bv1";Lt3;2.5Y 5/4;4;C0;h1;Wf2, Wg1
4990;4;40;70;"II; Bv2";Tu3;2.5Y 5/3;2;C0;h1;Wf1
4990;5;70;150;"II; Bv3";Tu2;2.5Y 5/4;10;C0;h1;Wf1
4990;6;150;190;"III; fBv";Sl2;10YR 4/6;---;C0;h0;
4990;7;190;201;"III; ilCv";fS;2.5Y 6/4;---;C0;h0;
4991;1;0;30;"I; Ap";Sl3;10YR 4/2;1;C0;h3;Wf4
4991;2;30;50;"I; Bv1";Sl3;10YR 4/4;0;C0;h1;Wf3
4991;3;50;85;"I; Bv2";Sl3;10YR 4/6;0;C0;h0;Wf2
4991;4;85;175;"II; Bv";Sl4;10YR 4/4;0;C0;h0;Wf1
4991;5;175;201;"II; ilCv";mSfs;10YR 5/4;0;C0;h0;
4992;1;0;28;"I; Ap";Ls4;10YR 3/3;4;C0;h3;Wf3
4992;2;28;54;"I; Sw-Bv";Ls4;7.5YR 4/4;3;C0;h1;Wf2
4992;3;54;88;"I; Bv-Sw";Ls4;7.5YR 5/4;2;C0;h0;Wf1
4992;4;88;185;"II; Sd";Tu3;2.5YR 5/3;1;C0;h0;
4992;5;185;201;"II; ilCv";mS;2.5YR 6/4;---;C0;h0;
4993;1;0;20;"I; aeAp";Ut3;10YR 4/2;2;C3.4;h3;Wf5
4993;2;20;30;"I; aerAp";Ut3;10YR 4/2;1;C3.4;h2;Wf4
4993;3;30;48;"I; aelC-Go1";Slu;2.5Y 5/2;1;C3.4;h0;Wf3
4993;4;48;60;"I; alC-Go2";Su2;2.5Y 5/2;70;C3.4;h0;Wf3
4993;5;60;74;"I; aelC-Go3";Su2;2.5Y 6/2;4;C3.4;h0;Wf3
4993;6;74;110;"II; aelC-Go";mSgs;2.5Y 6/2;80;C3.4;h0;Wf1
4995;1;0;10;"I; Ap";Lt2;2.5Y 3/2;2;C0;h4;Wf1
4995;2;10;34;"I; Sw-Ap";Lt2;2.5Y 3/3;2;C1;h3;Wf2
4995;3;34;50;"II; eSwd";Tu2;5Y 5/2;1;C3;h1;Wf1
4995;4;50;84;"III; elCv";Tu2;5Y 7/2;1;C5;h1;Wf1
4995;5;84;200;"IV; elCv-Sd";Tu2;5Y 5/2;1;C3;h0;Wf1
4996;1;0;12;"I; Ah";Ls2;10YR 4/3;0;C0;h3;Wf6
4996;2;12;30;"I; rAp";Ls2;10YR 4/3;0;C0;h2;Wf5
4996;3;30;50;"I; M-Sw";Ls2;2.5Y 5/2;0;C0;h2;Wf4
4996;4;50;70;"II; Sd1";Tu3;2.5Y 5/2;0;C0;h1;Wf2
4996;5;70;180;"II; Sd2";Tl;2.5Y 6/2;0;C0;h0;
4997;1;0;8;"I; Ap1";Sl3;10YR 3/2;30;C0;h3;Wf4
4997;2;8;28;"I; Ap2";Ls3;10YR 3/2;30;C0;h3;Wf4
4997;3;28;35;"I; Bv";Ls3;10YR 4/4;30;C0;h1;Wf3
4997;4;35;65;"II; Bv";Sl4;10YR 4/3;75;C0;h0;Wf1
4997;5;65;200;"II; ilCv";Tu3;2.5Y 5/3;1;C0;h0;Wf1
4998;1;0;10;"I; Ap1";Ut4;10YR 4/3;2;C0;h3;Wf4
4998;2;10;30;"I; Ap2";Ut4;10YR 4/3;2;C0;h3;Wf4
4998;3;30;82;"I; Sdw1";Lu;10YR 5/6;0;C0;h0;Wf3
4998;4;82;120;"I; Sdw2";Tu4;10YR 5/6;0;C0;h0;Wf2
4998;5;120;200;"I; Swd";Tu4;10YR 5/6;0;C0;h0;
5002;1;0;29;"I; aeAcp";Ut4;10YR 3/2;4;C3;h3;Wf3, Wg2
5002;2;29;54;"I; aelC-Go";Sl4;10YR 7/4;10;C4;h1;Wf1
5002;3;54;70;"I; aeGo";Slu;2.5Y 7/1;10;C4;h1;
5002;4;70;100;"I; aeGr";Sl3;2.5Y 7/3;10;C4;h2;
5003;1;0;32;"I; Ap";Ut3;10YR 3/3;2;C2;h3;Wf2
5003;2;32;55;"I; Btv";Ut3;10YR 4/4;1;C1;h1;Wf2
5003;3;55;70;"I; Btv+Bv";Ut3;10YR 4/4;1;C1;h0;Wf1
5003;4;70;150;"I; Bv";Uls;10YR 4/6;1;C1;h0;Wf1
5003;5;150;200;"II; elCv";Slu;10YR 5/4;0;C3;h0;
5004;1;0;14;"I; Ap1";Lu;10YR 4/3;1;C0;h3;Wf4
5004;2;14;40;"I; Ap2";Lu;10YR 5/2;1;C0;h3;Wf2
5004;3;40;52;"I; M-Swd";Lu;10YR 5/3;0;C1;h2;Wf2
5004;4;52;90;"II; Swd";Tu3;2.5Y 6/3;0;C1;h0;Wf2
5004;5;90;135;"II; Sd";Lt2;10YR 6/6;0;C0;h0;Wf2
5004;6;135;195;"II; sSdw";Lt2;2.5Y 5/2;0;C0;h0;
5005;1;0;29;"I; Ap";Lu;10YR 4/3;2;C0;h3;Wf3
5005;2;29;105;"I; Sdw";Lt3;2.5Y 5/3;1;C0;h1;Wf2
5005;3;105;200;"I; ilCv-Sd";Tu2;2.5Y 5/2;0;C0;h0;
5007;1;0;33;"I; Ap";Ls2;10YR 4/2;5;C0;h3;Wf5
5007;2;33;50;"I; Sw";Lt2;10YR 5/3;2;C0;h2;Wf2
5007;3;50;80;"I; Sdw";Lt2;10YR 5/3;1;C0;h0;Wf1
5007;4;80;150;"I; Sd";Tu3;10YR 5/4;1;C0;h1;
5007;5;150;200;"I; Cv";Lu;10YR 5/3;0;C0;h0;
5008;1;0;30;"I; Ap";Lu;10YR 3/2;2;C0;h3;Wf4
5008;2;30;53;"I; Sw-Bv";Lu;10YR 4/3;2;C0;h1;Wf3
5008;3;53;70;"I; Bv-Swd";Lt3;2.5Y 5/3;2;C0;h1;Wf2
5008;4;70;180;"I; Sd";Lt3;2.5Y 5/4;2;C0;h0;
5008;5;180;201;"II; Sd-Cv";Su4;2.5Y 5/6;2;C0;h0;
5010;1;0;28;"I; Ap";Lu;10YR 3/3;1;C0;h3;Wf4
5010;2;28;48;"I; Bv";Lu;10YR 5/3;0;C1;h1;Wf3
5010;3;48;74;"I; Sdw";Lu;2.5Y 6/3;0;C1;h0;Wf2
5010;4;74;160;"II; Sd";Lt2;10YR 5/4;0;C0;h0;
5010;5;160;201;"III; ilCv";Tl;7.5YR 5/4;0;C0;h0;
5011;1;0;32;"I; Ap";Lu;10YR 3/3;3;C0;h3;Wf4
5011;2;32;48;"I; Bv";Lu;2.5Y 5/3;1;C0;h1;Wf2
5011;3;48;68;"I; Bv-Sw";Lu;2.5Y 5/2;1;C0;h1;Wf2
5011;4;68;110;"I; Sd";Lu;2.5Y 6/2;1;C0;h0;Wf1
5011;5;110;201;"II; Sd-ilCv";Lt3;10YR 5/4;0;C0;h0;
5012;1;0;8;"I; Ap1";Ut4;10YR 3/2;2;C0;h3;Wf3
5012;2;8;28;"I; Ap2";Ut4;10YR 3/2;2;C0;h3;Wf3
5012;3;28;36;"I; M-Sw1";Ut4;10YR 5/3;2;C0;h2;Wf3
5012;4;36;47;"I; M-Sw2";Lt2;10YR 5/3;2;C0;h2;Wf3
5012;5;47;72;"II; Sdw";Lt2;10YR 5/6;0;C0;h1;Wf2
5012;6;72;200;"II; Swd";Tu3;10YR 5/6;0;C0;h0;Wf2
5013;1;0;28;"I; Ap";Ls4;10YR 3/3;4;C0;h3;Wf5
5013;2;28;47;"I; Bv";Ls4;10YR 5/4;1;C0;h1;Wf3
5013;3;47;110;"I; ilCv-Bv";Ls4;7.5YR 5/6;0;C0;h1;Wf1
5013;4;110;170;"I; Bv-ilCv";Sl4;7.5YR 5/6;0;C0;h0;
5013;5;170;201;"II; ilCv";Sl2;7.5YR 5/6;0;C0;h0;
5014;1;0;33;"I; Ap";Tu4;10YR 4/3;1;C1;h2;Wf4
5014;2;33;50;"I; Al-Bv";Ut3;10YR 4/4;0;C1;h0;Wf3
5014;3;50;70;"II; Sw-Al+Btv";Ut3;10YR 4/4;0;C1;h0;Wf2
5014;4;70;140;"II; Btv-Swd";Ut3;10YR 6/4;0;C0;h0;Wf1
5014;5;140;201;"III; ilCv";Ut4;10YR 4/6;0;C0;h0;
5015;1;0;30;"I; Ap";Ls2;10YR 4/3;5;C0;h2;Wf4
5015;2;30;50;"I; Cv+Bv";Ls3;10YR 3/6;40;C0;h1;Wf3
5015;3;50;70;"II; Bv-Cv1";mSfs;10YR 3/6;75;C0;h1;Wf2
5015;4;70;100;"II; Bv-Cv2";Slu;10YR 4/6;80;C0;h0;Wf1
5022;1;0;27;"I; Ap";Ls2;7.5YR 3/3;12;C0;h3;Wf3
5022;2;27;50;"I; Bv";Ls4;5YR 3/4;25;C0;h2;Wf2
5022;3;50;155;"II; Bv-Cv";Ts4;5YR 4/4;35;C0;h1;Wf1
5023;1;0;26;"I; Ap";Tu3;10YR 4/3;6;C2;h3;Wf3
5023;2;26;37;"I; Bv-Tv";Lt3;10YR 4/4;10;C2;h2;Wf2
5023;3;37;57;"II; Swd-Tv";Tu2;10YR 5/6;8;C2;h1;Wf1
5024;1;0;12;"I; eAh";Tu3;10YR 3/2;6;C4;h3;Wf5, Wg1
5024;2;12;30;"I; erAp";Tu3;10YR 3/2;6;C4;h3;Wf4, Wg1
5024;3;30;47;"I; eSw-lCv";Tu3;2.5Y 4/3;3;C5;h2;Wf2, Wg1
5024;4;47;97;"I; elCv";Tu2;2.5Y 5/2;15;C5;h1;Wf1, Wg0
5024;5;97;105;"II; emC";Tu2;2.5Y 7/2;---;C3;h0;Wf1, Wg0
5026;1;0;12;"I; eAp";Tu2;10YR 3/3;25;C3.2;h3;Wf3
5026;2;12;27;"I; eAh";Lts;10YR 3/3;30;C3.3;h2;Wf4
5026;3;27;100;"I; elC";Ls3;7.5YR 4/4;85;C4;h1;Wf1
5030;1;0;20;"I; Ah";Tu2;10YR 3/3;4;C0;h3;W6
5030;2;20;30;"II; Bv+ilCv";Tt;7.5YR 5/8;85;C1;h2;W3
5030;3;30;60;"III; exCv";Tt;7.5YR 5/8;99;C3.2;h1;Wf1
5031;1;0;11;"I; Ah";Tu3;10YR 3/4;1;C0;h3;Wf6
5031;2;11;40;"I; M1";Tu3;10YR 3/4;3;C0;h3;Wf4
5031;3;40;80;"I; M2";Tu3;10YR 3/2;0;C0;h3;Wf3
5031;4;80;100;"II; fTv";Tt;7.5YR 4/4;1;C1;h2;Wf0
5031;5;100;200;"II; elCv";Tt;10YR 4/6;5;C3;h0;Wf0
5033;1;0;22;"I; Ap";Tu2;10YR 4/2;1;C1;h3;Wf5
5033;2;22;40;"I; M";Tu2;10YR 4/3;1;C1;h3;Wf4
5033;3;40;54;"I; Sw-M";Tu2;10YR 4/3;1;C1;h2;Wf3
5033;4;54;100;"I; M-Sw";Tu3;10YR 5/4;1;C1;h2;Wf2
5033;5;100;175;"II; elCv-Sd";Tu2;10YR 7/3;20;C4;h0;Wf0
5038;1;0;32;"I; aAp";Uls;10YR 4/3;1;C0;h3;Wf3
5038;2;32;67;"I; aM";Slu;10YR 4/4;1;C0;h2;Wf2
5038;3;67;105;"II; aSw-lC";Lts;10YR 4/6;1;C0;h1;Wf1
5038;4;105;185;"II; aSdw";Lts;10YR 5/6;1;C0;h1;
5040;1;0;11;"I; jAh";Ls3;10YR 2/2;1;C0;h4;Wf6
5040;2;11;28;"I; jGo";Ls3;2.5Y 5/2;2;C0;h1;Wf4
5040;3;28;50;"I; jAh-Go";Lt2;10YR 2/2;0;C0;h5;
5040;4;50;70;"I; jGor+F";Tu3;5Y 3/1;0;C0;h4;
5040;5;70;160;"II; fnHr";Hn;7.5YR 2.5/1;0;C0;h7;
5040;6;160;201;"III; eGr";Sl4;GLEY1 5/10GY;0;C3.3;h0;
5042;1;0;13;"I; Ah";Lu;10YR 3/3;0;C0;h4;Wf6
5042;2;13;46;"I; Al";Lu;10YR 5/3;0;C0;h2;Wf4
5042;3;46;67;"I; Al-Sw";Lu;10YR 5/3;0;C0;h1;Wf2
5042;4;67;120;"I; Bt-Sd";Tu4;10YR 5/3;0;C0;h0;Wf1
5042;5;120;201;"I; Sd";Lu;2.5Y 5/3;0;C0;h0;
5043;1;0;30;"I; Ap";Sl2;10YR 3/3;2;C0;h3;Wf4, Wg4
5043;2;30;50;"I; Bv";Su3;10YR 3/6;1;C0;h0;Wf3
5043;3;50;74;"I; Bbs-Bv+ilCv";Su2;10YR 3/6;1;C0;h0;Wf2
5043;4;74;201;"II; rBbs+ilCv";Su2;2.5Y 6/3;1;C0;h0;Wf1
5046;1;0;30;"I; Ap";Ls4;10YR 2/2;1;C0;h4;Wf3
5046;2;30;50;"I; M";Ls4;10YR 2/1;1;C0;h3;Wf3
5046;3;50;75;"I; M+rGo";Ls4;2.5Y 4/3;1;C0;h2;Wf2
5046;4;75;120;"II; Gor";Su2;2.5Y 5/2;1;C0;h0;Wf2
5046;5;120;185;"III; eGo";Uls;7.5YR 5/8;---;C4;h0;
5046;6;185;200;"III; eGr";Uls;5Y 5/2;---;C4;h0;
5047;1;0;32;"I; Ap";Lu;2.5Y 3/2;1;C0;h3;Wf4
5047;2;32;48;"I; Bv-Sw";Tu3;10YR 4/4;0;C0;h2;Wf3
5047;3;48;120;"I; Swd";Lt3;10YR 5/3;0;C0;h1;Wf2
5047;4;120;200;"I; ilCv";Su4;2.5Y 5/2;0;C0;h0;
5048;1;0;39;"I; Ap";Lu;10YR 3/3;2;C0;h3;Wf4
5048;2;39;70;"II; Bv";Lu;10YR 4/3;1;C0;h2;Wf3
5048;3;70;200;"II; rGor-ilCv";Lt2;10YR 5/4;1;C0;h1;Wf2
5049;1;0;34;"I; Ap";Lu;10YR 3/2;1;C0;h4;Wf3, Wg1
5049;2;34;48;"I; M1";Lu;10YR 4/3;1;C0;h3;Wf2, Wg1
5049;3;48;66;"I; M2";Lu;10YR 5/4;0;C0;h2;Wf1, Wg1
5049;4;66;180;"II; Swd-Bv";Lu;10YR 5/4;0;C0;h1;Wf1, Wg1
5049;5;180;200;"III; ilCv";Slu;10YR 5/4;1;C0;h0;
5051;1;0;10;"I; aAp1";Ls4;10YR 3/2;4;C0;h3;Wf5
5051;2;10;18;"I; aAp2";Ls4;10YR 3/2;4;C0;h3;Wf5
5051;3;18;32;"I; arAp";Ls2;10YR 3/2;4;C1;h3;Wf4
5051;4;32;42;"I; aeM";Ls2;10YR 4/3;10;C3.3;h2;Wf4
5051;5;42;90;"II; aelC";Sl2;10YR 6/3;90;C3;h0;Wf2
5051;6;90;97;"II; aeGo";Sl2;10YR 6/3;90;C3;h0;
5051;7;97;110;"III; aeGso";Sl2;10YR 2/1;90;C3;h0;
5054;1;0;32;"I; Axp";Ut3;10YR 3/2;2;C1;h3;Wf4
5054;2;32;50;"I; Al-Axh";Tu3;7.5YR 4/2;0;C1;h2;Wf3
5054;3;50;72;"II; Bt-Axh";Tu4;7.5YR 4/2;0;C1;h2;Wf3
5054;4;72;120;"II; elC";Ut2;10YR 6/3;0;C3;h1;Wf1
5054;5;120;200;"II; Sg-elC";Ut2;10YR 6/3;0;C3;h0;Wf0
5055;1;0;28;"I; Ap";Lu;10YR 3/3;0;C0;h3;Wf4
5055;2;28;54;"I; Bv";Lu;10YR 4/3;0;C0;h1;Wf3
5055;3;54;73;"I; Bv-Sw";Tu4;10YR 5/4;0;C0;h0;Wf2
5055;4;73;201;"I; Swd";Lu;2.5Y 5/4;0;C0;h0;Wf1
5056;1;0;30;"I; Ap";Ls2;2.5Y 4/3;1;C0;h2;Wf4
5056;2;30;70;"I; M";Ls2;10YR 4/4;1;C0;h2;Wf2
5056;3;70;150;"II; Bv";Uls;10YR 4/6;1;C0;h0;Wf1
5056;4;150;201;"III; ilCv";Slu;10YR 5/6;---;C0;h0;
5057;1;0;7;"I; Ah";Lt2;10YR 4/2;2;C0;h3;Wf6, Wg1
5057;2;7;20;"I; rAp1";Lt2;10YR 4/2;2;C0;h3;Wf5, Wg1
5057;3;20;30;"I; rAp2";Lu;2.5Y 5/3;1;C0;h2;Wf3, Wg1
5057;4;30;53;"II; Sw-Bv";Lu;2.5Y 5/3;1;C0;h2;Wf2, Wg1
5057;5;53;70;"II; Swd1";Tu2;10YR 6/6;4;C0;h1;Wf2, Wg0
5057;6;70;175;"II; Swd2";Tu2;10YR 6/6;20;C0;h1;Wf1, Wg0
5057;7;175;200;"II; Sd";Tu2;5Y 5/2;10;C0;h0;Wf0, Wg0
5059;1;0;32;"I; Ap";Lu;10YR 3/2;1;C0;h3;Wf4
5059;2;32;67;"I; M";Ls2;10YR 3/2;1;C0;h3;Wf3
5059;3;67;100;"II; Bv";Lu;10YR 4/3;1;C0;h1;Wf1
5059;4;100;180;"II; Bv-Sw";Lu;2.5Y 4/3;0;C0;h0;
5059;5;180;201;"III; Sd";Lu;2.5Y 5/2;0;C0;h0;
5060;1;0;29;"I; Ap";Lt2;2.5Y 4/2;1;C1;h3;Wf5
5060;2;29;53;"I; Al-Sw";Lt2;10YR 5/4;1;C0;h0;Wf4
5060;3;53;80;"I; Bt-Swd";Lt2;10YR 5/6;1;C0;h0;Wf3
5060;4;80;140;"I; Sw";Ls2;10YR 5/3;1;C0;h0;Wf2
5060;5;140;180;"I; Swd";Lt2;10YR 5/3;0;C0;h0;
5060;6;180;201;"I; Sd";Lt3;10YR 5/3;0;C0;h0;
5061;1;0;30;"I; Ap";Ls3;10YR 3/2;3;C0;h3;Wf3
5061;2;30;53;"I; Bv";Ls3;10YR 4/3;3;C0;h1;Wf2
5061;3;53;72;"I; Bv-Sdw";Ls3;2.5Y 5/3;3;C0;h1;Wf1
5061;4;72;201;"II; Sd";Ls3;2.5Y 5/3;3;C0;h0;Wf1
5065;1;0;20;"I; rAp";Lu;10YR 3/2;3;C0;h4;Wf6
5065;2;20;54;"I; Swd";Ls3;2.5Y 5/2;8;C0;h1;Wf3
5065;3;54;74;"I; Sw";Slu;2.5Y 5/2;8;C0;h0;Wf1
5065;4;74;130;"I; Go-Sd";Ut4;5Y 5/2;2;C0;h0;
5065;5;130;201;"I; Gr";Tu3;GLEY1 5/10GY;0;C0;h0;
5066;1;0;30;"I; eAp";Ut4;10YR 4/2;1;C3;h3;Wf4
5066;2;30;70;"I; eM";Ut4;10YR 4/4;1;C3;h2;Wf3
5066;3;70;105;"I; M";Lu;10YR 4/4;1;C2;h2;Wf0
5066;4;105;140;"II; aGo";Tu3;7.5YR 4/3;0;C0;h2;
5066;5;140;155;"II; faAh°Go";Tu3;7.5YR 3/2;0;C0;h3;
5066;6;155;170;"II; aGo";Tu4;7.5YR 5/4;0;C0;h2;
5066;7;170;200;"III; aGo";Uls;7.5YR 4/3;50;C0;h1;
5067;1;0;10;"I; Ah";Ut3;10YR 3/3;2;C0;h3;Wf6
5067;2;10;22;"I; rAp";Ut3;10YR 3/4;2;C0;h3;Wf5
5067;3;22;34;"I; Al";Ut4;10YR 4/6;0;C0;h2;Wf4
5067;4;34;90;"I; Bt";Tu4;10YR 5/6;0;C0;h0;Wf4
5067;5;90;140;"I; lCv1";Ut2;10YR 5/8;0;C0;h0;Wf1
5067;6;140;200;"I; lCv2";Ut4;10YR 5/8;2;C0;h0;
5070;1;0;10;"I; Ah";Ls4;7.5YR 3/2;8;C0;h3;Wf6
5070;2;10;18;"I; rAp";Ls4;7.5YR 3/2;12;C0;h3;Wf4
5070;3;18;50;"I; Bv";Ls4;7.5YR 4/3;25;C0;h1;Wf3
5070;4;50;70;"I; Bv+ilCv";Sl4;7.5YR 5/4;40;C0;h1;Wf1
5070;5;70;110;"I; ilCv";St2;5YR 5/4;70;C0;h0;
5070;6;110;201;"II; ilCv";St2;7.5YR 5/4;5;C0;h0;
5071;1;0;12;"I; Ah";Sl4;7.5YR 3/2;30;C0;h3;Wf5
5071;2;12;26;"I; rAp";Sl4;7.5YR 3/2;30;C0;h3;Wf4
5071;3;26;50;"I; Bv";Lt2;5YR 4/4;40;C0;h2;Wf3
5071;4;50;110;"I; Cv-Bv";Lt2;5YR 4/4;40;C0;h0;Wf1
5072;1;0;15;"I; Ah";Lu;10YR 3/4;2;C0;h3;Wf6, Wg0
5072;2;15;20;"I; Sw1";Lu;10YR 4/3;2;C0;h2;Wf3, Wg0
5072;3;20;30;"I; Sw2";Lu;7.5YR 4/6;4;C0;h1;Wf3, Wg0
5072;4;30;50;"I; Swd";Ts2;5YR 4/4;2;C0;h1;Wf1, Wg0
5072;5;50;115;"I; Sd-ilCv";Ts2;2.5YR 3/4;2;C1;h0;Wf1, Wg1
5072;6;115;170;"I; Swd";Slu;7.5YR 5/8;2;C0;h0;
5073;1;0;10;"I; Ap1";Lt3;10YR 4/3;4;C0;h3;Wf5
5073;2;10;20;"I; Ap2";Lt3;10YR 4/3;4;C0;h3;Wf5
5073;3;20;30;"I; rAp";Lt3;10YR 4/3;4;C0;h3;Wf5
5073;4;30;133;"I; M";Ut4;10YR 4/4;4;C0;h2;Wf3
5073;5;133;170;"II; lC";Ut3;10YR 5/6;4;C0;h0;Wf0
5074;1;0;15;"I; Ap";Tl;2.5Y 3/3;2;C0;h3;Wf4, Wg2
5074;2;15;65;"I; Sw-P";Tl;2.5Y 3/3;0;C0;h2;Wf3, Wg1
5074;3;65;120;"I; Sd-P";Tl;2.5Y 2.5/1;0;C0;h2;Wf2, Wg0
5074;4;120;188;"I; P-Sd";Tu2;2.5Y 4/4;0;C0;h1;
5076;1;0;13;"I; raAxh1";Lt3;10YR 3/3;4;C0;h3;Wf5
5076;2;13;48;"I; raAxh2";Lt3;10YR 3/3;4;C0;h3;Wf4
5076;3;48;67;"I; raM1";Lt3;10YR 4/3;4;C0;h3;Wf3
5076;4;67;96;"I; raM2";Tu2;10YR 3/2;4;C0;h3;Wf1
5076;5;96;140;"I; raeCv-Go";Tu2;10YR 4/4;25;C4;h1;
5080;1;0;10;"I; Ap1";Tu3;10YR 4/3;1;C0;h3;Wf3
5080;2;10;28;"I; Ap2";Tu3;10YR 4/3;1;C0;h3;Wf1
5080;3;28;48;"I; M";Tu3;10YR 4/4;1;C0;h3;Wf0
5080;4;48;70;"II; M+Tv";Tt;10YR 5/8;1;C0;h2;Wf0
5080;5;70;110;"II; Tv";Tt;10YR 5/8;1;C0;h1;Wf0
5080;6;110;120;"III; cCv";Tt;10YR 7/3;80;C7;h0;
5081;1;0;10;"I; Ap1";Tu3;10YR 3/2;20;C1;h3;Wf4
5081;2;10;20;"I; Ap2";Tu3;10YR 3/2;20;C1;h3;Wf3
5081;3;20;30;"II; Bhv+cCv";Tu3;10YR 4/3;60;C4;h3;Wf2
5081;4;30;58;"II; cCv";Tu3;10YR 4/4;90;C7;h2;Wf1
5084;1;0;30;"I; eAp";Lt3;10YR 4/3;2;C3.4;h3;Wf3
5084;2;30;47;"I; Bv+elCv";Tu3;10YR 4/6;2;C3.4;h1;Wf2
5084;3;47;68;"II; elCv1";Ut3;10YR 5/6;2;C4;h1;Wf1
5084;4;68;115;"II; elCv2";Tu3;10YR 5/6;1;C3.4;h1;Wf1
5084;5;115;165;"III; ilCv";Tu3;10YR 4/6;0;C1;h0;
5088;1;0;14;"I; aAh";Lt2;10YR 3/3;1;C0;h4;Wf6
5088;2;14;26;"I; aGo-Ah";Lt2;2.5Y 4/2;1;C0;h3;Wf4
5088;3;26;53;"I; aGo";Ls2;2.5Y 5/3;0;C0;h1;Wf2
5088;4;53;74;"II; aeGro";Uls;2.5Y 6/2;0;C3.3;h0;Wf1
5088;5;74;130;"III; aeGor";Sl3;2.5Y 6/2;0;C3.4;h0;
5088;6;130;201;"III; aeGr";Sl3;GLEY1 5/5GY;0;C3.4;h0;
5090;1;0;28;"I; Ap";Slu;10YR 4/3;4;C0;h3;Wf5
5090;2;28;46;"I; M1";Ls3;10YR 4/4;2;C0;h2;Wf4
5090;3;46;70;"I; M2";Sl3;10YR 4/4;2;C0;h2;Wf3
5090;4;70;180;"II; Bt-Sd";Uls;10YR 5/4;2;C0;h1;
5090;5;180;200;"III; lC";Su2;10YR 5/6;2;C0;h0;
