system:index,annual_mean_temperature_2017_C,id,.geo
1928_0,16.747491455078148,1928,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.166561376521313,39.32375156233205]}"
1929_0,8.636529541015648,1929,"{""geodesic"":false,""type"":""Point"",""coordinates"":[16.50654334569621,50.50777684962009]}"
1930_0,14.107324218750023,1930,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.424202774288643,41.43479248001293]}"
1931_0,14.067651367187523,1931,"{""geodesic"":false,""type"":""Point"",""coordinates"":[1.953835742959959,43.635664926105754]}"
1932_0,16.986413574218773,1932,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.615719018581074,38.78476239186034]}"
1933_0,16.747491455078148,1933,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.166561376521313,39.32375156233205]}"
1934_0,9.311791992187523,1934,"{""geodesic"":false,""type"":""Point"",""coordinates"":[17.809100507669513,49.5645458012946]}"
1935_0,9.311791992187523,1935,"{""geodesic"":false,""type"":""Point"",""coordinates"":[17.898932036081465,49.5645458012946]}"
1936_0,17.001458740234398,1936,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.256392904933265,38.87459392027229]}"
1937_0,8.442559814453148,1937,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.97940736269302,50.55269261382607]}"
1938_0,8.811456298828148,1938,"{""geodesic"":false,""type"":""Point"",""coordinates"":[22.07609810723724,52.21457588944718]}"
1939_0,8.811456298828148,1939,"{""geodesic"":false,""type"":""Point"",""coordinates"":[22.07609810723724,52.21457588944718]}"
1940_0,9.877313232421898,1940,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.97940736269302,49.87895615073643]}"
1941_0,11.918481445312523,1941,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2919524673388445,48.21707287511531]}"
1942_0,10.413110351562523,1942,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.218336356859556,52.39423894627109]}"
1943_0,9.588372802734398,1943,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.934491598487044,50.417945321208144]}"
1944_0,14.170617675781273,1944,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.514034302700596,41.38987671580695]}"
1945_0,13.128198242187523,1945,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.68121243118385,42.10852894310257]}"
1946_0,13.128198242187523,1946,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.5913809027719,42.10852894310257]}"
1947_0,17.920800781250023,1947,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.972548146560753,37.97627863615277]}"
1948_0,9.925347900390648,1948,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.56331229737071,46.46535807108225]}"
1949_0,8.650842285156273,1949,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.814094479005773,50.417945321208144]}"
1950_0,7.883630371093773,1950,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.052391732300187,55.04426903442368]}"
1951_0,12.648492431640648,1951,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.97191640568863,43.95007527554759]}"
1952_0,9.925347900390648,1952,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.56331229737071,46.420442306876275]}"
1953_0,12.459100341796898,1953,"{""geodesic"":false,""type"":""Point"",""coordinates"":[1.819088450342031,46.510273835288224]}"
1954_0,9.224176025390648,1954,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.128504828447605,55.44851091227746]}"
1955_0,8.457543945312523,1955,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.646284609650394,47.8577467614675]}"
1956_0,9.427270507812523,1956,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.487830942095414,48.08232558249739]}"
1957_0,9.149407958984398,1957,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.993757535829676,55.35867938386551]}"
1958_0,9.606011962890648,1958,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.4684867976225,42.737349641986235]}"
1959_0,8.650842285156273,1959,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.993757535829676,50.417945321208144]}"
1960_0,9.245599365234398,1960,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.218336356859556,55.17901632704161]}"
1961_0,9.224176025390648,1961,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.083589064241629,55.31376361965953]}"
1962_0,17.920800781250023,1962,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.972548146560753,37.97627863615277]}"
1963_0,10.375390625000023,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.20898015505916,52.57390200309499]}"
1964_0,8.068688964843773,1964,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.182776794453977,58.45786711407786]}"
1965_0,8.862664794921898,1965,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.118516885775087,45.117885144902964]}"
1966_0,9.632531738281273,1966,"{""geodesic"":false,""type"":""Point"",""coordinates"":[18.123510857111345,52.21457588944718]}"
1967_0,9.414483642578148,1967,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.622578234713341,48.08232558249739]}"
1968_0,5.714196777343773,1968,"{""geodesic"":false,""type"":""Point"",""coordinates"":[22.974413391356762,60.61382379596471]}"
1969_0,9.717248535156273,1969,"{""geodesic"":false,""type"":""Point"",""coordinates"":[17.315027101403775,51.94508130421133]}"
1970_0,8.916894531250023,1970,"{""geodesic"":false,""type"":""Point"",""coordinates"":[20.81845670946991,50.59760837803205]}"
1971_0,10.233483886718773,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[5.053023473172308,50.01370344335436]}"
1972_0,12.655541992187523,1972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-0.20212093892689234,40.446645667481455]}"
1973_0,9.613427734375023,1973,"{""geodesic"":false,""type"":""Point"",""coordinates"":[17.359942865609753,52.034912832623284]}"
1974_0,9.445184326171898,1974,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.489696186891422,45.88145313640456]}"
1975_0,11.805963134765648,1975,"{""geodesic"":false,""type"":""Point"",""coordinates"":[20.00997295376234,47.18401029837786]}"
1976_0,8.916894531250023,1976,"{""geodesic"":false,""type"":""Point"",""coordinates"":[20.863372473675884,50.59760837803205]}"
1977_0,12.162652587890648,1977,"{""geodesic"":false,""type"":""Point"",""coordinates"":[1.774172686136055,47.992494054085434]}"
1978_0,12.655541992187523,1978,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-0.15720517472091625,40.446645667481455]}"
1979_0,11.776422119140648,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[1.7292569219300788,48.03740981829141]}"
1980_0,9.658746337890648,1980,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.421705788620514,56.93073113107467]}"
1981_0,8.686090087890648,1981,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.7142750079213,45.65687431537468]}"
1982_0,15.499993896484398,1982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-0.561447052574701,41.97378165048464]}"
1983_0,10.011926269531273,1983,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.84715705574322,52.52898623888902]}"
1984_0,9.318933105468773,1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.91577919488625,55.35867938386551]}"
1985_0,11.805963134765648,1985,"{""geodesic"":false,""type"":""Point"",""coordinates"":[20.099804482174292,47.13909453417189]}"
1986_0,9.084252929687523,1986,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.050526487504179,55.26884785545356]}"
1987_0,9.606500244140648,1987,"{""geodesic"":false,""type"":""Point"",""coordinates"":[17.674353215051585,52.034912832623284]}"
1988_0,11.637902832031273,1988,"{""geodesic"":false,""type"":""Point"",""coordinates"":[19.875225661144412,47.27384182678982]}"
1989_0,11.430932617187523,1989,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.738613123730476,51.09168178429778]}"
1990_0,11.637902832031273,1990,"{""geodesic"":false,""type"":""Point"",""coordinates"":[19.965057189556365,47.27384182678982]}"
1991_0,15.912652587890648,1991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.963191944760356,43.994991039753565]}"
1992_0,9.078607177734398,1992,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.620081249045212,49.609461565500574]}"
1993_0,15.259118652343773,1993,"{""geodesic"":false,""type"":""Point"",""coordinates"":[5.187770765790236,43.770412218723685]}"
1994_0,10.723626708984398,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.738613123730476,50.46286108541412]}"
1995_0,7.682061767578148,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.064244919768715,55.08918479862965]}"
1996_0,13.170770263671898,1996,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.244539717464739,40.895803309541215]}"
1997_0,5.714196777343773,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[22.794750334532857,60.65873956017069]}"
1998_0,7.682061767578148,1998,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.243907976592617,55.04426903442368]}"
1999_0,8.143853759765648,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.288823740798595,54.72985868498184]}"
2000_0,8.143853759765648,2000,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.378655269210547,54.72985868498184]}"
2001_0,7.900140380859398,2001,"{""geodesic"":false,""type"":""Point"",""coordinates"":[21.62694046517748,55.62817396910137]}"
2002_0,11.442376708984398,2002,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.5258874901691217,45.97128466481651]}"
2003_0,9.468865966796898,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.69120037385637,56.97564689528065]}"
2004_0,8.767816162109398,2004,"{""geodesic"":false,""type"":""Point"",""coordinates"":[21.26761435152967,55.49342667648344]}"
2005_0,6.841363525390648,2005,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.36680208174202,59.3112666339914]}"
2006_0,10.098809814453148,2006,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.376790024414538,53.38238575880256]}"
2007_0,10.541558837890648,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.20898015505916,52.484070474683044]}"
2008_0,6.846520996093773,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.844660070075092,57.33497300892846]}"
2009_0,10.358361816406273,2009,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.442915177889438,52.43915471047706]}"
2010_0,8.821313476562523,2010,"{""geodesic"":false,""type"":""Point"",""coordinates"":[18.797247320200988,53.65188034403842]}"
2011_0,12.147546386718773,2011,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.13972627504401,43.59074916189978]}"
2012_0,12.290521240234398,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.3462244333452174,48.711146281381055]}"
2013_0,8.849938964843773,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.634431422181867,50.37302955700217]}"
2014_0,8.849938964843773,2014,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.544599893769915,50.37302955700217]}"
2015_0,13.815423583984398,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.579527715303374,42.243276235720494]}"
2016_0,13.815423583984398,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.62444347950935,42.243276235720494]}"
2017_0,13.815423583984398,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.669359243715327,42.243276235720494]}"
2018_0,11.431359863281273,2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.028685357363134,42.55768658516233]}"
2019_0,13.445764160156273,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.20834841418704,42.378023528338424]}"
2020_0,10.025506591796898,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.164064390853183,53.60696457983244]}"
2021_0,8.607904052734398,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[19.965057189556365,54.19086951451013]}"
2022_0,13.903771972656273,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.379287010082667,40.85088754533524]}"
2023_0,9.827813720703148,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[21.896435050413334,50.37302955700217]}"
2024_0,8.358819580078148,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.331874260208561,47.902662525673485]}"
2025_0,11.430932617187523,2025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.6038658311125475,51.18151331270973]}"
2026_0,9.311791992187523,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[17.94384780028744,49.69929309391252]}"
2027_0,9.827813720703148,2027,"{""geodesic"":false,""type"":""Point"",""coordinates"":[21.896435050413334,50.28319802859021]}"
2028_0,8.431512451171898,2028,"{""geodesic"":false,""type"":""Point"",""coordinates"":[17.04553251616792,49.51963003708862]}"
2029_0,10.102990722656273,2029,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-8.197126967590634,52.7535650599189]}"
2030_0,7.142877197265648,2030,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.354948894273495,55.76292126171929]}"
2031_0,11.936822509765648,2031,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.6961943451926291,48.17215711090934]}"
2032_0,9.514550781250023,2032,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.313161856607768,57.55955182995834]}"
2033_0,11.936822509765648,2033,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.6063628167806769,48.21707287511531]}"
2034_0,11.475610351562523,2034,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.537740677637648,49.65437732970655]}"
2035_0,11.475610351562523,2035,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.5826564418436244,49.65437732970655]}"
2036_0,8.703057861328148,2036,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.844660070075092,49.25013545185276]}"
2037_0,6.494561767578148,2037,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.061747934100584,56.34682619639698]}"
2038_0,6.430718994140648,2038,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.376158283542416,56.70615231004479]}"
2039_0,6.296533203125023,2039,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.735484397190227,56.79598383845674]}"
2040_0,8.703057861328148,2040,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.75482854166314,49.29505121605874]}"
2041_0,11.951043701171898,2041,"{""geodesic"":false,""type"":""Point"",""coordinates"":[21.806603522001385,47.678083704643605]}"
2042_0,8.054162597656273,2042,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.073601121569112,45.79162160799261]}"
2043_0,7.542718505859398,2043,"{""geodesic"":false,""type"":""Point"",""coordinates"":[20.324383303204172,49.33996698026472]}"
2044_0,5.871881103515648,2044,"{""geodesic"":false,""type"":""Point"",""coordinates"":[1.8640042145480071,42.378023528338424]}"
2045_0,5.871881103515648,2045,"{""geodesic"":false,""type"":""Point"",""coordinates"":[1.819088450342031,42.4229392925444]}"
2046_0,9.514550781250023,2046,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.40299338501972,57.55955182995834]}"
2047_0,11.818170166015648,2047,"{""geodesic"":false,""type"":""Point"",""coordinates"":[20.638793652646005,47.453504883613725]}"
2048_0,8.875665283203148,2048,"{""geodesic"":false,""type"":""Point"",""coordinates"":[21.04303553049979,49.69929309391252]}"
2049_0,9.658135986328148,2049,"{""geodesic"":false,""type"":""Point"",""coordinates"":[21.04303553049979,49.78912462232448]}"
2050_0,8.957910156250023,2050,"{""geodesic"":false,""type"":""Point"",""coordinates"":[16.551459109902183,53.11289117356671]}"
2051_0,11.818170166015648,2051,"{""geodesic"":false,""type"":""Point"",""coordinates"":[20.548962124234052,47.40858911940774]}"
2052_0,9.376062011718773,2052,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.33873347634083,53.02305964515475]}"
2053_0,9.376062011718773,2053,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.293817712134853,53.11289117356671]}"
2054_0,9.488397216796898,2054,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.248901947928877,53.06797540936073]}"
2055_0,15.259118652343773,2055,"{""geodesic"":false,""type"":""Point"",""coordinates"":[5.053023473172308,43.994991039753565]}"
2056_0,14.461511230468773,2056,"{""geodesic"":false,""type"":""Point"",""coordinates"":[5.008107708966333,44.129738332371495]}"
2057_0,15.466668701171898,2057,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.963191944760356,44.129738332371495]}"
2058_0,10.588037109375023,2058,"{""geodesic"":false,""type"":""Point"",""coordinates"":[5.816591464673902,52.84339658833085]}"
2059_0,7.313439941406273,2059,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.513402561828475,55.98750008274918]}"
2060_0,8.123376464843773,2060,"{""geodesic"":false,""type"":""Point"",""coordinates"":[21.312530115735647,55.9425843185432]}"
2061_0,12.097741699218773,2061,"{""geodesic"":false,""type"":""Point"",""coordinates"":[18.033679328699392,45.79162160799261]}"
2062_0,9.642236328125023,2062,"{""geodesic"":false,""type"":""Point"",""coordinates"":[22.390508456679072,50.23828226438424]}"
2063_0,12.097741699218773,2063,"{""geodesic"":false,""type"":""Point"",""coordinates"":[18.123510857111345,45.836537372198585]}"
2064_0,6.332269287109398,2064,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.55582134036632,56.43665772480894]}"
2065_0,7.751428222656273,2065,"{""geodesic"":false,""type"":""Point"",""coordinates"":[21.582024700971502,55.98750008274918]}"
2066_0,10.824182128906273,2066,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.648781595318524,47.04926300575994]}"
2067_0,9.438226318359398,2067,"{""geodesic"":false,""type"":""Point"",""coordinates"":[20.279467538998198,50.23828226438424]}"
2068_0,12.099053955078148,2068,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.837169113070704,42.55768658516233]}"
2069_0,10.636621093750023,2069,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.256392904933265,45.611958551168705]}"
2070_0,12.574212646484398,2070,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.331242519336442,42.55768658516233]}"
2071_0,7.751428222656273,2071,"{""geodesic"":false,""type"":""Point"",""coordinates"":[21.671856229383454,55.9425843185432]}"
2072_0,11.522149658203148,2072,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3911401975511937,49.69929309391252]}"
2073_0,9.317559814453148,2073,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.284461510334456,55.89766855433722]}"
2074_0,10.824182128906273,2074,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.648781595318524,47.13909453417189]}"
2075_0,9.065362548828148,2075,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.242042731796609,47.72299946884958]}"
2076_0,9.642236328125023,2076,"{""geodesic"":false,""type"":""Point"",""coordinates"":[22.480339985091025,50.23828226438424]}"
2077_0,11.347222900390648,2077,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.447909149225696,49.69929309391252]}"
2078_0,12.496606445312523,2078,"{""geodesic"":false,""type"":""Point"",""coordinates"":[5.502181115232069,43.770412218723685]}"
2079_0,11.918481445312523,2079,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.47161552416274877,48.127241346703364]}"
2080_0,9.569055175781273,2080,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.2233303281958157,57.60446759416431]}"
2081_0,8.871911621093773,2081,"{""geodesic"":false,""type"":""Point"",""coordinates"":[19.605731075908555,54.23578527871611]}"
2082_0,11.637902832031273,2082,"{""geodesic"":false,""type"":""Point"",""coordinates"":[19.830309896938438,47.27384182678982]}"
2083_0,8.980676269531273,2083,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.485333956427283,50.867102963267904]}"
2084_0,8.730126953125023,2084,"{""geodesic"":false,""type"":""Point"",""coordinates"":[18.707415791789035,53.517133051420494]}"
2085_0,9.059899902343773,2085,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.74733758465875,45.477211258550774]}"
2086_0,5.815362548828148,2086,"{""geodesic"":false,""type"":""Point"",""coordinates"":[22.61508727770895,60.70365532437666]}"
2087_0,8.638787841796898,2087,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.709912777457165,50.73235567064997]}"
2088_0,8.704888916015648,2088,"{""geodesic"":false,""type"":""Point"",""coordinates"":[17.809100507669513,49.9238719149424]}"
2089_0,8.704888916015648,2089,"{""geodesic"":false,""type"":""Point"",""coordinates"":[17.764184743463538,49.968787679148384]}"
2090_0,9.485253906250023,2090,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.104798453510552,55.89766855433722]}"
2091_0,8.929284667968773,2091,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.709912777457165,50.77727143485595]}"
2092_0,11.477929687500023,2092,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.6038658311125475,50.95693449167985]}"
2093_0,8.016900634765648,2093,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.198992212386642,54.774774449187824]}"
2094_0,8.016900634765648,2094,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.243907976592617,54.774774449187824]}"
2095_0,7.432397460937523,2095,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.962560203888234,55.67308973330734]}"
2096_0,12.039270019531273,2096,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-1.2800992798703181,48.17215711090934]}"
2097_0,13.170770263671898,2097,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.244539717464739,40.985634837953164]}"
2098_0,14.342279052734398,2098,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.379287010082667,41.120382130571095]}"
2099_0,7.294641113281273,2099,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.4684867976225,55.807837025925274]}"
2100_0,12.336785888671898,2100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.01683216989461,42.69243387778026]}"
2101_0,14.118676757812523,2101,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.244539717464739,41.030550602159146]}"
2102_0,10.139550781250023,2102,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.65813779711892,53.33746999459659]}"
2103_0,5.815362548828148,2103,"{""geodesic"":false,""type"":""Point"",""coordinates"":[22.749834570326882,60.70365532437666]}"
2104_0,7.346032714843773,2104,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.423571033416522,56.03241584695515]}"
2105_0,9.321038818359398,2105,"{""geodesic"":false,""type"":""Point"",""coordinates"":[20.00997295376234,51.900165540005354]}"
2106_0,12.099053955078148,2106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.88208487727668,42.737349641986235]}"
2107_0,9.696710205078148,2107,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1784145639898393,42.153444707308545]}"
2108_0,9.488397216796898,2108,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.114154655310948,53.15780693777268]}"
2109_0,9.521630859375023,2109,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.7953820754049783,54.9993532702177]}"
2110_0,8.654168701171898,2110,"{""geodesic"":false,""type"":""Point"",""coordinates"":[16.281964524666325,53.292554230390614]}"
2111_0,10.102990722656273,2111,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-8.107295439178682,52.97814388094878]}"
2112_0,7.142877197265648,2112,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.444780422685447,55.89766855433722]}"
2113_0,9.291772460937523,2113,"{""geodesic"":false,""type"":""Point"",""coordinates"":[19.830309896938438,51.8103340115934]}"
2114_0,10.608392333984398,2114,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-0.15720517472091625,53.33746999459659]}"
2115_0,10.636834716796898,2115,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-0.20212093892689234,53.24763846618463]}"
2116_0,9.430749511718773,2116,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.49968412956394,57.0654784236926]}"
2117_0,8.100183105468773,2117,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.243907976592617,54.550195628157944]}"
2118_0,9.281518554687523,2118,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.922638411018518,48.89080933820495]}"
2119_0,11.774102783203148,2119,"{""geodesic"":false,""type"":""Point"",""coordinates"":[20.863372473675884,47.22892606258384]}"
2120_0,12.207757568359398,2120,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-1.3699308082822703,47.94757828987946]}"
2121_0,9.493768310546898,2121,"{""geodesic"":false,""type"":""Point"",""coordinates"":[18.75233155599501,52.21457588944718]}"
2122_0,11.395043945312523,2122,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.738613123730476,48.89080933820495]}"
2123_0,7.632806396484398,2123,"{""geodesic"":false,""type"":""Point"",""coordinates"":[21.537108936765527,56.03241584695515]}"
2124_0,15.466668701171898,2124,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.91827618055438,44.219569860783444]}"
2125_0,10.025506591796898,2125,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.164064390853183,53.6967961082444]}"
2126_0,10.025506591796898,2126,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.119148626647208,53.741711872450374]}"
2127_0,13.170770263671898,2127,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.109792424846811,40.985634837953164]}"
2128_0,14.118676757812523,2128,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.154708189052787,41.120382130571095]}"
2129_0,7.147210693359398,2129,"{""geodesic"":false,""type"":""Point"",""coordinates"":[17.53960592243366,59.40109816240336]}"
2130_0,14.118676757812523,2130,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.154708189052787,41.030550602159146]}"
2131_0,6.879571533203148,2131,"{""geodesic"":false,""type"":""Point"",""coordinates"":[18.033679328699392,59.67059274763921]}"
2132_0,11.438684082031273,2132,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.289455481670715,48.98064086661691]}"
2133_0,7.264764404296898,2133,"{""geodesic"":false,""type"":""Point"",""coordinates"":[22.07609810723724,56.39174196060296]}"
2134_0,14.118676757812523,2134,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.1996239532587625,41.120382130571095]}"
2135_0,9.427270507812523,2135,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.353083649477485,48.17215711090934]}"
2136_0,15.508508300781273,2136,"{""geodesic"":false,""type"":""Point"",""coordinates"":[22.704918806120904,38.78476239186034]}"
2137_0,9.584252929687523,2137,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.889575834281068,53.02305964515475]}"
2138_0,11.377404785156273,2138,"{""geodesic"":false,""type"":""Point"",""coordinates"":[5.232686529996212,47.18401029837786]}"
2139_0,13.737268066406273,2139,"{""geodesic"":false,""type"":""Point"",""coordinates"":[22.480339985091025,37.347457937269105]}"
2140_0,9.744561767578148,2140,"{""geodesic"":false,""type"":""Point"",""coordinates"":[16.731122166726088,50.77727143485595]}"
2141_0,9.173364257812523,2141,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.220833342527686,49.834040386530454]}"
2142_0,8.636529541015648,2142,"{""geodesic"":false,""type"":""Point"",""coordinates"":[16.68620640252011,50.642524142238024]}"
2143_0,16.464624023437523,2143,"{""geodesic"":false,""type"":""Point"",""coordinates"":[22.525255749297,40.40172990327548]}"
2144_0,10.975885009765648,2144,"{""geodesic"":false,""type"":""Point"",""coordinates"":[5.008107708966333,50.50777684962009]}"
2145_0,7.751763916015648,2145,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.007475968094212,55.40359514807149]}"
2146_0,11.462945556640648,2146,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.424202774288643,51.09168178429778]}"
2147_0,11.347222900390648,2147,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.313161856607768,49.744208858118505]}"
